"Text","Reason","Label","Source of Data","Date"
"শুধুমাত্র দ্বীপের প্রবাল সৈকত উপভোগ করা ছাড়া আর কোনকিছু ভালো লাগার মত নাই।","","negative","FC","03/02/2021"
"শ্রীনগর থেকে প্রায় ৮২ কিমি উত্তর-পূর্বে এবং সমুদ্রতল থেকে ২,৮০০ মিটার উঁচুতে অবস্থিত সোনমার্গকে কাশ্মীরের এক টুকরো স্বর্গ বলা হয়।","","positive","FC","03/02/2021"
"সকালের সোনালি রোদে পাহাড়শ্রেণীর চুড়াগুলো যেনো স্বর্ণালংকারের মতো চমকাচ্ছিল।","","positive","FC","03/02/2021"
"আমরা যতই সোনমার্গ এর কাছাকাছি যাচ্ছিলাম, আশেপাশের স্নিগ্ধ মনোরম দৃশ্য দেখে কিছুটা Excited হওয়াতে","","positive","FC","03/02/2021"
"মূল উপত্যকায় প্রবেশ করতেই যেনো চোখের উপর থেকে একটা পর্দা সরে গেলো। আমাদের কেউই ইতিপূর্বে এতো মনোমুগ্ধকর, অপার্থিব, অদ্ভুত, সৌন্দর্যের মুখোমুখি হইনি।","","positive","FC","03/02/2021"
"এ সৌন্দর্য ভাষায় প্রকাশ করা যায় না। ইশ্বরের কি অপরূপ সৃষ্টি। ঘটনার আকস্মিকতায় বিহ্বল সবাই নির্বাক, কারো কারো মুখ থেকে অস্ফুটে শুধু ""উহ্"" শব্দটি হলো।","","positive","FC","03/02/2021"
"ইশ্বর যেনো উদার রুপে অকৃত্রিম সৌন্দর্য ঢেলে দিতে কোন কার্পণ্য করেননি সোনমার্গের এই উপত্যকায়।","","positive","FC","03/02/2021"
"সোনালি রোদে পুরো উপত্যকাটা যেনো হীরের টুকরোর মতো জ্বলজ্বল করছিলো।","","positive","FC","03/02/2021"
"আমরা ধীরে, ধীরে তুষার আবৃত পাহাড়ের চুড়ার দিকে আরোহন করা শুরু করলাম এবং মুগ্ধ হয়ে ইশ্বরের দেয়া এই অপরূপ সৌন্দর্য দুচোখ ভরে উপভোগ করলাম।","","positive","FC","03/02/2021"
"কাশ্মীরের স্থানীয় অধিবাসীরা খুবই সহজ-সরল, অমায়িক। বাংলাদেশের পর্যটকদের অনেক পছন্দ ও সম্মান করেন।","","positive","FC","03/02/2021"
"পুরো ট্যুরটা ভাল-মন্দ হিসেব করে যেমনটা আশা ছিল তা পাই নি।তবুও প্রকৃতির অপরূপ খেলা দেখে মুখ খুলে বদনাম করাও সম্ভব নয় ❤","","positive","FC","03/02/2021"
"সকালের কমপ্লিমেন্টারি বাজে সব্জির নাশতা, কাজ না করা এসি, ফানুশ ওড়ানোর নিয়ম নেই ইত্যাদি দেখেও প্রচন্ড রকম বিরক্তবোধ করেছি।","","negative","FC","03/02/2021"
"পরিষ্কার পরিচ্ছন্নতা এবং এন্টারিওর ডিজাইন এর দিকে বেশ ভাল একটা হোটেল।","","positive","FC","03/02/2021"
"তামাবিলের রাস্তাটা ছিল প্রচন্ডরকমের ভাঙা আর দেড় হাত গভীর খাদের মত গর্ত 😑","","negative","FC","03/02/2021"
"য দুপুরের খাবারের জন্য 'জাফলং ভিউ রেস্তোরা' তে খাবারের অর্ডার দেই, তবে শেষে এক রাশ দূঃখ আর নেগেটিভ রিভিও এর দেখা মিলল","","negative","FC","03/02/2021"
"ঝর্ণার কোনো চিহ্ন নেই। তাই প্রকৃতির আসল সৌন্দর্য্য উপভোগ করতে পারলাম না।","","negative","FC","03/02/2021"
"খাসিয়া পাড়ায় যাই একটি ভ্যান ১০০টাকায় ভাড়া করে। সেখানে দেখা মিলল সুপাড়ি গাছ আর পান পাতার এক অপরূপ দৃশ্য।","","positive","FC","03/02/2021"
" বেশ বড় আর অমায়িক সৌন্দর্যে ভরপুর চা বাগানটি। তবে সেখানে গিয়ে একটি জোঁকের শিকার হই :3","","neutral","FC","03/02/2021"
"আরেক বাজে এক্সপেরিয়েন্স! রাস্তার এতোটাই খারাপ অবস্থা যে সবার ভাত হজম!","","negative","FC","03/02/2021"
"মারাত্মক কষ্ট করে যাওয়ার পরও বর্ডারের একদম কাছে যেতে পারি নি বিজিবি'র কড়া নিরাপত্তার দরুন।","","negative","FC","03/02/2021"
"প্রথমেই সিলেটের মানুষ এতটুকু আশাহত করবে তা কল্পনা করি নি।","","negative","FC","03/02/2021"
"পাহাড়ের দৃশ্যটা এতই মনোরম ছিল যে বাধ্য হয়ে ছুটে যাই বর্ডারের কাছে।","","positive","FC","03/02/2021"
"সেখানে আরেক বিব্রতকর পরিস্থিতি  কিছু ইন্ডিয়ান বিএসএফের কর্মীরা মার্কেটের ভেতরে ঢুকে সব মহিলাদের গাঁ ঘেষে হাটছিলো আবার অত্যন্ত খারাপ দৃষ্টিভঙ্গিও ছিল তাদের।","","negative","FC","03/02/2021"
" দিনের শুরু ও শেষ উভয়ই ছিল তিক্ত অভিজ্ঞতার!! 🙁","","negative","FC","03/02/2021"
"নোংরা পরিবেশ ও অযত্নে রাখা সবকিছু দেখে খুব ব্যাথিত হলাম, এই পবিত্র জায়গাটায় এমন অপবিত্রতা আর অযত্ন 😢","","negative","FC","03/02/2021"
"খেয়ে দেয়ে ভেতরের অতীব সুন্দর ডিজাইন এবং পরিবেশ দেখে মুগ্ধ হলাম।","","positive","FC","03/02/2021"
"এক্সপেরিয়েন্স তো বেশিরভাগই বাজে।","","negative","FC","03/02/2021"
"ব্যাক্তিগতভাবে সিলেটি মানুষের আচরণ এবং ব্যাবসায়ী মনোভাব আমার একটুও ভাল লাগে নি।","","negative","FC","03/02/2021"
"শুধু ঐ চোরদের আর হোটেলের জন্য নয়, প্রায় সব মানুষের কথাবার্তাই বেশ উগ্র এবং মেজাজি।","","negative","FC","03/02/2021"
"বলছি না সিলেটি মানেই এমন, তবে বেশি মানুষরই ভাবগম্ভীরতা ও প্রফেশনালিজমের অভাব আছে।","","negative","FC","03/02/2021"
"বৃষ্টির এই সিজনেই সিলেট যাওয়া বেস্ট হবে 😃 কিন্তু রাস্তাঘাট প্রচন্ড খারাপ 🙁","","negative","Blogs","03/02/2021"
"প্রথমে তাদের আচরণ একটু উগ্রমেজাজী আর একগুঁয়ে লাগে কিন্তু হ্যাঁ আপনি তাদের সাথে ফ্রি লী মিশতে পারলে তাদের মত আন্তরিক মেলা ভার।","","neutral","Blogs","03/02/2021"
"বিছানাকান্দি আর রাতারগূল ছিল এক কথায় অসাধারন ।","","positive","Blogs","03/02/2021"
"ছিমছাম একটা শহর,সুন্দর।","","positive","Blogs","03/02/2021"
"ভাই এরা একেকজন ডন। অবস্থা এমন আমরা সিলেটী রা পর্যন্ত জিম্মি","","negative","Blogs","03/02/2021"
"বিছানাকান্দির রাস্তার অবস্থা বেশি খারাপ","","negative","Blogs","03/02/2021"
"ঢাকা সহ বাংলাদেশের সমস্ত জায়গার রাস্তার কাজ হয় এই জাফলং এর পাথর দিয়ে অথচ তার নিজের রাস্তার বেহাল দশা!","","negative","Blogs","03/02/2021"
"দরগাহের অবস্থা খারাপ সেটা আমি নিজে ও জানি।","","negative","Blogs","03/02/2021"
"সিলেটের গ্রামাঞ্চলের লোকদের মত খাঁটি মানুষ আর নাই।","","positive","Blogs","03/02/2021"
"জাফলং/বিছানাকান্দি এলাকার লোকেরা খুব-ই সহজ সরল।","","positive","Blogs","03/02/2021"
"পাহাড়ের আঁকাবাঁকা রাস্তা সাথে অপরূপ সৌন্দর্য্য মুগ্ধ করতে থাকে যাত্রার প্রতিটি মুহুর্ত।","","positive","Blogs","03/02/2021"
"পাহাড়ের মাঝে দিয়ে সাঙ্গু নদীর সৌন্দর্য আপনাকে বিমোহিত করতে বাধ্য।","","positive","Blogs","03/02/2021"
"জিনাপাড়ায় যাবার রাস্তা নাফাখুম পাড়া যাবার রাস্তার চেয়ে কঠিন।।","","negative","Blogs","03/02/2021"
"ওয়াশরুমের অবস্থা খুবই বাজে। আগে থেকে মানসিক প্রস্তুতি নিয়ে আসবেন।","","negative","Blogs","03/02/2021"
"খুব সুন্দর হলেও মন খারাপ লাগে এখানে","","neutral","Blogs","03/02/2021"
"অনেক দর্শনাথীর ব্যাবহারে মন খারাপ হয়েছে ।","","negative","Blogs","03/02/2021"
"চিড়িয়াখানা সত্যিই একটা সুন্দর জায়গা","","positive","Blogs","03/02/2021"
"বোট ছাড়ার পড়েই সাংগু নদীর সৌন্দর্য শুরু।","","positive","Blogs","03/02/2021"
"দীর সৌন্দর্যের কথা বলে কিংবা ছবি বা ভিডিও দেখিয়ে বুঝানো সম্ভব না। যাওয়ার পর বোঝা যাবে এর মর্ম।","","positive","Blogs","03/02/2021"
"গেলে বোঝা যাবে আল্লাহর কি অপরূপ সৃষ্টি, সামনে পিছনে আকা বাকা নদী,দুই পাশে জঙ্গল পাহাড় এবং নদীতে স্রোত নৌকা আর পাথর।","","positive","Blogs","03/02/2021"
"অন্ধকার, শীত, পাহাড়ি আকাবাকা রাস্তা, উচু নীচু রাস্তা, ঝিরিপথ, বরফ শীতল পানি দিয়ে হাটা এমন বাধা বিপত্তি পার হতে হয়েছে আমাদের।","","positive","Blogs","03/02/2021"
"থুইসা পাড়া থেকে দেবতা পাহাড়ে যাওয়ার পথটা সুন্দর।","","positive","Blogs","03/02/2021"
"দেবতা পাহাড় থেকে নামা বেশ কঠিন ।","","negative","Blogs","03/02/2021"
"অমিয়াখুম ঝর্নার পাশে কলাপাতায় বসে খেলাম। অন্যরকম ভালো লাগা কাজ করতেছিল।","","positive","Blogs","03/02/2021"
"নৌকার এই জার্নিটা অসাধারণ।","","positive","Blogs","03/02/2021"
"বান্দরবানের নাফাখুম- অমিয়াখুম। আমার দেখা সবচেয়ে সুন্দর আর দুর্গম এরিয়া।","","positive","Blogs","03/02/2021"
"দিনে দিনে এই স্পটগুলাও অসচেতন আর কেয়ারলেস ট্যুরিস্টদের জন্য নস্ট হয়ে যাচ্ছে।","","negative","Blogs","03/02/2021"
"কি অসাধারণ একটা জায়গা","","positive","","07/02/2021"
"নীলাদ্রি তে লাঞ্চ সেরে বিকাল পযন্ত এই খানেই কাটিয়ে দেই। জীবন এখানে কল্পনার চেয়েও সুন্দর।","","positive","","07/02/2021"
"যাওয়ার রাস্তাটাও আপনার ভালো লাগবে। একেবারে নীরব তার সাথে সবুজ আর পাশে নাম না জানা চমৎকার একটা সরু খাল ।","","positive","","07/02/2021"
"যায়গাটা এত্তো সুন্দর হবে ভাবতেই পারিনাই।","","positive","","07/02/2021"
"পুরো চারদিকে পানি আর পুরো চরটাই সবুজ সাথে বাতাস। সেই যায়গার সৌন্দর্য বা অনুভূতি ভাষায় প্রকাশ করা যাবেনা।","","positive","","07/02/2021"
"একবার ভেবেই দেখুন এই  মেঘ বৃষ্টির খেলায় আপনি আপনার একদম আপন কিছু মানুষদের নিয়ে ইতিহাসের সাক্ষি হয়ে থাকা  শহরের ভেজা সবুজ রাস্তায় হাটছেন অথবা বসে আড্ডা দিচ্ছেন❤। এই অনুভূতি অনন্য।","","positive","","07/02/2021"
"ভুটান যেনো এই পৃথিবীর মাঝে ছোট্ট, নৈসর্গিক গোছানো ভূ- স্বর্গ!","","positive","","07/02/2021"
"ককথায় অসাধারণ একটা জায়গা, মনে হচ্ছিলো বুদ্ধা যেনো চূড়ার উপর বসে পুরো থিম্পু শহরকে নজরে রাখছেন।","","positive","","07/02/2021"
"পুরো উঠোন জুড়ে ছোটো বড় মূর্তি এবং আশে পাশের নৈসর্গিক প্রকৃতি জায়গাটাকে অনন্য সুন্দর করে তুলেছিলো!","","positive","","07/02/2021"
"পাহাড়ি আঁকাবাঁকা পথ বেয়ে কিছুদূর যাওয়ার পর দোচালা পাসের সৌন্দর্য এবং এখান থেকে ঐ দূরে এভারেস্টের বরফমাখা সুইচ্চ সাদা পাহাড় আপনাকে বিমোহিত করবেই।","","positive","","07/02/2021"
"পাহাড়ি আঁকাবাঁকা রাস্তা, দেবদারু গাছের সারি, রাস্তার কিনারে বরফের সাদা আবরণ, কিছুদূর পরপর বৌদ্ধদের বাহারী পতাকা, ঘোড়ার বিচরণ আপনাকে অন্যরকম এক স্বর্গে নিয়ে যাবে।","","positive","","07/02/2021"
"গাড়ি থেকে নেমেই চারিদিকের সৌন্দর্য, লাল-সাদা ঘোড়ার বিচরণ ও এভারেস্টের সাদা পাহাড় অন্যরকম আবেশ তৈরি করবে।","","positive","","07/02/2021"
"টাইগার নেস্টের আশেপাশে ঘুরে দেখলাম এবং পাশের শীতল পানির ঝর্না ও বরফ দেখে শুধুই বিমোহিত হচ্ছি।","","positive","","07/02/2021"
"১৮ কিলোমিটার দৈর্ঘ্যের সৈকত বিশিষ্ট কুয়াকাটা বাংলাদেশের অন্যতম নৈসর্গিক সমুদ্র সৈকত।","","positive","","07/02/2021"
"এই সৈকতের সৌন্দর্য ও ব্যবস্থাপনার সুনাম প্রায় শুনে আসছি বিভিন্ন মাধ্যমে।","","positive","","07/02/2021"
"বাস্তবতা পুরাটাই ভিন্ন এই কুয়াকাটা সমুদ্র সৈকতে। বরং আরো খারাপ অবস্থা পরিলক্ষিত হলো।","","negative","","07/02/2021"
"আরেকটি বিষয় ভাল লাগনি তা হলো হোটেল। বরাবরের মতোই দেশের অন্যান্য টুরিস্ট স্পট এর মতো এখানেও অপরিকল্পিতভাবে গড়ে উঠছে হোটেল।","","negative","","07/02/2021"
"অতি সম্ভাবনাময় একটি টুরিস্ট স্পট এই কুয়াকাটা।","","positive","","07/02/2021"
"পর্যটন কর্পোরেশন হোটেলটি দেখারমতো সুন্দর করেছে","","positive","","07/02/2021"
"সত্যিই খুব দুঃখজনক ওখানকার স্থানীয় লোকজনই কুয়াকাটার পরিবেশ নষ্ট করছে","","negative","","07/02/2021"
"যাওয়ার পর পরিবেশ-পরিস্থিতি, অব্যবস্থাপনা, মানুষের আচার-ব্যবহার আর বাটপারি মনোভাব দেখে ঠিক করেছি আর যাব না","","negative","","07/02/2021"
"অন্তত ঢাকা থেকে এত দূরে কাউকে যেতে আর সাজেশনও দিব না যতদিন না ভালো ব্যবস্থাপনা সেখানে গড়ে না ওঠে। অভিজ্ঞতা ভালো না।","","negative","","07/02/2021"
"গিয়েছিলাম আজ থেকে ১৩ বছর আগে... তখন যাতায়াত অনেক কষ্টকর ছিল।","","negative","","07/02/2021"
"কুয়াকাটার সৈকতে কিছুই ভালো দেখার মত অবস্থা নাই।","","negative","","07/02/2021"
"পঞ্চগড় এর মানুষ খুব ই ভালো ও মিশুক বলে মনে হইলো আমার কাছে।","","positive","","07/02/2021"
"একটাই শুধু একটু কষ্ট হইসে, পঞ্চগড় এ ভালো খাবার হোটেল নেই বললেই চলে।","","negative","","07/02/2021"
"জায়গাটা এত ভালো লেগে গিয়েছিল যে মনে মনে প্রতিজ্ঞা করেছিলাম আবার আসব এইখানে।","","positive","","07/02/2021"
"বর্তমানে পুরো রেমাক্রী গ্রামটাই কটেজে ভরে গিয়েছে। আরো কিছু কটেজ নির্মাণাধীন আছে। যেটা আমার কাছে মোটেও ভালো লাগেনি।","","negative","","07/02/2021"
"রাতে সবগুলো কটেজের জেনারেটর যখন অন করে দেয় পুরো গ্রামটাই বিরক্তিকর আওয়াজে ভন ভন করে।","","negative","","07/02/2021"
"আগের রেমাক্রী গ্রাম দেখে যেমন মুগ্ধ হয়েছিলাম ঠিক তেমনি এবারের রেমাক্রীর এই আধুনিকায়ন আমাকে অনেকটা হতাশ করেছে।","","negative","","07/02/2021"
"ধান-নদী-খাল তিনে মিলে বরিশাল,তো সকাল বেলা একটা চা হাতে এরকম দৃশ্য যেকোনো বিচারেই অতুলনীয়।","","positive","","07/02/2021"
"সবুজ চরের গায়ে দোলা দিয়ে যাওয়া পাল তোলা ⛵ নৌকা,জেলেদের মাছ ধরা,ঝরের রাতের শেষে স্নিগ্ধ সকালে পাল্লা দিয়ে লঞ্চগুলোর ছূটে চলা স্বপ্ন কে বাড়ি পৌছানোর জন্য,এ দৃশ্য অতুলনীয়। ","","positive","","07/02/2021"
"চুড়ায় বসে হালকা নাস্তা খেয়ে মুগ্ধ হয়ে বান্দরবনের বড় বড় পাহাড় দেখছিলাম মুগ্ধ হয়ে।","","positive","","07/02/2021"
"কখনো লাল কাঁকড়ার পিছু ছুটব কখনো পাহাড়ী নদীর বাঁকে অদেখা সৌন্দর্যের মুখোমুখি হবো আবার কখনো পাহাড় চূড়ায় হিমেল হাওয়ায় বসবে গানের আসর , রাতের আকাশ জুড়ে থাকবে তারার মেলা !","","positive","","07/02/2021"
"কুতুবদিয়ায় ক্যাম্পিং করে বেশ কিছু ভালো ও তীক্ত অভিজ্ঞতা হয়েছে ,অনেক কিছু শিখেছি।","","neutral","","07/02/2021"
"ওখানের মানুষগুলো বেশিরভাগই খুব সহজ সরল, অতিথি পরায়ণ।","","positive","","07/02/2021"
"প্রকৃতি লামাকে যে সুন্দর উপহারগুলো দিয়েছে তার মাঝে মাতামুহুরী হয়তো সুন্দরতম!","","positive","","07/02/2021"
"খুব প্রিয় একটা শহর আমার। উঁচু নিচু পাহাড়ময়। মনটা একদম ভরিয়ে দেয়!","","positive","","07/02/2021"
"ভাটিয়ারি, ফৌজদারহাট ক্যাডেট কলেজ, শিল্প এলাকাগুলি ছবির মত সুন্দর লাগে।","","positive","","07/02/2021"
"সবুজ পাহাড়ের চুড়াগুলি কী অপরূপ!","","positive","","07/02/2021"
"খুব খারাপ রাস্তা ছিলো। একদমই লক্কর ঝক্কর মার্কা।","","negative","","07/02/2021"
"টেকনাফের এই রাস্তাটির ডানপাশে পাহাড় আর বাম পাশে নীল নাফ নদী। অপরূপা!","","positive","","07/02/2021"
"একদম চুলের নীল ফিতার মতো পরে আছে। এই সুন্দরের বোধ হয় তুলনা হয় না।","","positive","","07/02/2021"
"এই সোন্দর্য্যটার মাত্রা আরও বাড়িয়ে দেয় নাফ নদীর ওপারে বার্মার পাহাড়গুলি।","","positive","","07/02/2021"
"জায়গাটুকু আসলেই অনেক সুন্দর! আন্তর্জাতিক মানের।","","positive","","07/02/2021"
"ডান দিকে বাংলাদেশ আর বাম দিকে বার্মা। এক অদ্ভুত সুন্দর দৃশ্য!","","positive","","07/02/2021"
"টাই আমার প্রথম সমুদ্রে ভিতরে পরা। অসম্ভব এক শিহরণ!","","positive","","07/02/2021"
"সেন্ট মার্টিনে সারিসারি কেয়ার বন, পিছনে সমুদ্র, কি যে সুন্দর!","","positive","","07/02/2021"
"মানুষের সাথে কথা বলে খুব শান্তি লাগে আমাদের। ভীষণ আন্তরিক এবং ভালোমানুষ এরা।","","positive","","07/02/2021"
"সাঙ্গু নদীর বিভিন্ন রূপ আমার সবসময় ভালো লাগে।","","positive","","07/02/2021"
"দুর্গাপুরের রাস্তা এখন খুবই ভালো।","","positive","","07/02/2021"
"সকালে উঠতেই মন ভরে গেলো নিজেদের দেখে। ফুটফুটে আলোয় নিজেদের আবিষ্কার করলাম 'মেনকিউ পাড়ায়'।","","positive","","07/02/2021"
"পৃথিবীর স্বর্গ যদি হয় কাশ্মীর, তবে বাংলার স্বর্গ বান্দরবন। ","","positive","","07/02/2021"
"এখানকার মানুষগুলো যেন প্রকৃতির অংশ হয়ে গেছে। তাদেরবৈচিত্রময় জীবন যাপন ও সংস্কৃতি আপনাকে আকৃস্ট করবে চরম ভাবে।","","positive","","07/02/2021"
"সত্যিই অসাধারণ একটা ট্রেইল। কখনও ঝিরিপথ, কখনও বা বড় বড় পাহাড়।","","positive","","07/02/2021"
"বগা লেকের মতো স্বচ্ছ পানির হ্রদও। এই অপার্থিব সৌন্দর্য সুধা পান করতে করতে প্রথমে গেলাম সাতভাইখুম।","","positive","","07/02/2021"
"খুমেরই কালবাউশ মাছের বারবিকিউ সবাই মিলে হাপুস হুপুস করে খেয়ে ফেললাম। মনে হল যেন অমৃত খেলাম।","","positive","","07/02/2021"
"রাস্তায় দেখলাম গ্রান্ড সুলতান। রাস্তা থেকে দেখেই বোঝা যাচ্ছে কত সুন্দর হতে পারে🙂।","","positive","","07/02/2021"
"পাহাড়ের উপর দারুন আয়োজন।আমাদের বুকিং ছিল ডুপ্লেক্স কটেজে।খুব সুন্দর পরিবেশ।","","positive","","07/02/2021"
"৫ টাকা দিয়ে যাদুকাটা নদী পার হয়ে উঠে পড়ি সেই বারেক টিলা! কি অসাধারণ একটা জায়গা।","","positive","","07/02/2021"
" নীলাদ্রি আমাকে শুধু মুগ্ধতা দিয়েছে। কাস্মীরের একটা ফিল পেয়েছি নীলাদ্রি তে। 🙂","","positive","","07/02/2021"
"দুপুর বেলার চিক চিক আলো হাওড়ের নীলাভ ক্রিস্টাল ক্লিয়ার পানিতে পরলে যে স্বর্গীয় সৌন্দর্যের সৃষ্টি হয় তাতে ঝাপ দিয়ে হাওড় ভ্রমণের ষোলকলা পূর্ণ হয়েছিলো।","","positive","","07/02/2021"
"আমরা তিনবার গিয়েছি, চান্স পেলে আবারো যাবো। অসম্ভব সুন্দর একটা দেশ...!!","","positive","","07/02/2021"
"হোটেল, খাওয়া খরচ তো বেশ রিজেনাবল।","","positive","","07/02/2021"
"কক্সবাজার সমুদ্র সৈকত একটি মায়াবী ও রূপময়ী সমুদ্র সৈকত।","","positive","","07/02/2021"
"বিশেষ করে চাঁদনি রাতে বিচে হাঁটা সত্যিই রোমঞ্চকর সকল বয়সী মানুষের জন্যই।","","positive","","07/02/2021"
"""চেরি ব্লোজম"" অথবা ""চেরিফুল"", যে ফুলের সৌন্দর্যে বিমোহিত অগণিত মানুষ।","","positive","","07/02/2021"
"সিঁড়ি বেয়ে চেরি ব্লোজমের অনন্য এক সৌন্দর্য উপভোগ করতে করতে পাহাড়ের চূড়ায় উঠতে পারবেন। আর পাহাড়ের চূড়ায় আছে একটা সুন্দর পার্ক।","","positive","","14/07/2021"
"কোথায় সেই বৃষ্টি? হতাশ হয়ে ট্রিপের আগের দু'দিন আর গাইডকে ফোন দেই নি।","","negative","","14/07/2021"
"গতোকাল সারাদিনই নাকি বৃষ্টি হয়েছে। রাতে সেই বৃষ্টি আরও বেড়েছে। শুনেই মন ভালো হয়ে গেলো। ","","positive","","14/07/2021"
"গ্রামের মেঠোপথ, সবুজ ধান ক্ষেত, দূরে পাহাড়ের সারি আর মেঘলা আকাশ। সবমিলিয়ে দারুণ লাগছিলো। ","","positive","","14/07/2021"
"রুপসী ঝর্ণার সেদিনের রুপ দেখে মুগ্ধ হয়ে গিয়েছিলাম।","","positive","","14/07/2021"
"আমরা ঝর্ণার ডান সাইডের খাড়া রাস্তা ধরে আপার স্ট্রিমে উঠতে শুরু করলাম। পথটা একটু রিস্কি।","","negative","","14/07/2021"
"এবারের ঝিরিপথটা আরও সুন্দর, আরও বুনো।","","positive","","14/07/2021"
"চলার পথে অদ্ভুত সুন্দর কিছু ক্যাসকেড পড়ছিলো।","","positive","","14/07/2021"
"ছাগলকান্দা ঝর্ণা সেদিন তার সমস্ত রুপ দিয়ে আমাদের বরণ করেছিলো। অবাক হয়ে অপলক তাকিয়ে ছিলাম অনেকক্ষণ।","","positive","","14/07/2021"
"খুব সুন্দর আর রিফ্রেশিং একটা প্লেস। বিকালটা তাই সমুদ্র দেখে আর আড্ডা দিয়ে বেশ কাটলো।","","positive","","14/07/2021"
"খুব জমজমাট একটা ট্রিপের স্মৃতি নিয়ে সন্ধ্যার কিছু আগে আমরা ঢাকার পথ ধরলাম।","","positive","","14/07/2021"
"ধ্বংস হতে চলা চট্টগ্রাম শহরের অতীতের সবচে সুন্দর অংশ হয়ে টিকে আছে সিআরবি-টাইগার পাস এরিয়া।","","positive","","14/07/2021"
"১৫-২০ বছর আগ পর্যন্তও এই এলাকা ছিলো ছিনতাইকারীদের অভয়ারণ্য।","","negative","","14/07/2021"
"গত ১২-১৫ বছর যাবত এই এলাকার আইনশৃঙ্খলা পরিস্থতি ভালো হয়েছে৷","","positive","","14/07/2021"
"প্রকৃতির আপন লীলাখেলায় মেতে আছে অপার সৌন্দর্যের জলপাথরের ভূমি বিছানাকান্দি যেন একটি পাথরের বিছানা!","","positive","","14/07/2021"
"মেঘালয় রাজ্যের পাহাড় থেকে নেমে আসা ঝর্ণার স্বচ্ছ পানিতে পা ফেললে মনে হবে পৃথিবীর সব শান্তি এখানে!!","","positive","","14/07/2021"
"রাস্তার অবস্থা ব্যাপক খারাপ!","","negative","","14/07/2021"
"এই সৌন্দর্যের অপার লীলা ভূমিদেখলে সব ক্লান্তি দূর হয়ে যায়!!","","positive","","14/07/2021"
"নৌকা ঘাটগুলোতে ব্যাপক সিন্ডিকেট! আপনাকে ২/৩ গুণ দাম হাকাবে","","negative","","14/07/2021"
"তবে এত্ত ঝক্কি ঝামেলা পেরিয়ে বিছানাকান্দিতে পৌছবেন তখন সব ভুলে যাবেন।","","positive","","14/07/2021"
"এই সময়টায় আপনি পাবেন চমৎকার নীল জলরাশি।","","positive","","14/07/2021"
"যারা সিলেট যাননি তারা ভাবতেও পারবেন না যে পানি এত স্বচ্ছ হতে পারে!","","positive","","14/07/2021"
"প্রকৃতিকে একান্তে অনুভব করার জন্য স্থানটি বেশ উপযোগী।","","positive","","14/07/2021"
"পাহাড়ে ঘন সবুজ বন, নদী, চা-বাগান ও নানা জাতের বৃক্ষের সমাহার লালাখালজুড়ে। জ্যোৎস্না ধোয়া নদীর রূপ সারাজীবন মনে রাখার মত।","","positive","","14/07/2021"
"মানুষের ভীড়ে শান্তিমত এই ঝর্ণা উপভোগ করতেই পারলুম না!","","negative","","14/07/2021"
"অত্যাধিক সুন্দর ক্যাম্পাস।  সিলেট সুনামগঞ্জ রুটেই এই ক্যাম্পাস।","","positive","","14/07/2021"
"এই ক্যাম্পাসের অত্যাধিক সুন্দর হচ্ছে পাহাড়ের উপর শহীদ মিনার।","","positive","","14/07/2021"
"পাঁচ ভাই রেস্টুরেন্টে নান দিয়ে নিহারি বেশ ভালো!","","positive","","14/07/2021"
"ভোজনবাড়ীতে বিভিন্ন প্রকার মাছ বিখ্যাত","","positive","","14/07/2021"
"সীতাকুন্ডের অ্যাডভাঞ্চার ও রোমাঞ্চে ভরা ট্রেইলের কথা যদি বলা হয় তবে কমলদহ ট্রেইলের নাম অবশ্যই আসবে।","","positive","","14/07/2021"
"এমন সুন্দর প্রকৃতির মাঝে কেউ কি চুপ থাকতে পারে।","","positive","","14/07/2021"
"ঝিরি পথটি একটু পিছিলা আর পাথরের মাঝে মাঝে গর্ত","","negative","","14/07/2021"
"হঠাৎ ঝিরি পথে ফাঁকে এমন একটা ঝর্ণা আপনাকে অবাক করবে।","","positive","","14/07/2021"
"জীবনে গল্প বলার মত এমন ড্রিম ট্রাভেল করার সুযোগ খুব কমই আসে, আমার জীবনে একবারই এসেছিল।","","positive","","14/07/2021"
"মি থেকে সমুদ্র দেখতে যত সুন্দর লাগে, সমুদ্র এর চেয়েও অনেক বেশি সুন্দর।","","positive","","14/07/2021"
"সমুদ্রের জোৎস্না বিলাস সে এক অপূর্ব রূপ।","","positive","","14/07/2021"
"এত সুন্দর সমুদ্রের মাঝে যখন আপনি প্লাস্টিক ভাসতে দেখবেন কিছুদূর পর পরই, তখন আপনার মন খারাপ হয়ে যাবে","","negative","","14/07/2021"
"বেশ কয়েকজনের অবস্থা খুব খারাপ হয়ে গিয়েছিল।","","negative","","14/07/2021"
"চেনা পথ মনোমুগ্ধকর","","positive","","14/07/2021"
"পাহাড়, লেক, গ্লেশিয়ার, ছবির মতন সুন্দর সুন্দর ছোট টাউন, স্কি রিসোর্ট - কি নেই এই অঞ্চলে!","","positive","","14/07/2021"
"বাস পাহাড়ের ছোট ছোট টাউন আর গ্রামের ভেতর দিয়ে সাপের মতন আঁকাবাঁকা রাস্তায় ছুটে চলল, সে এক সুন্দর জার্নি!","","positive","","14/07/2021"
